facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,payment_measure_id,payment_measure_name,payment_category,denominator,payment,lower_estimate,higher_estimate,payment_footnote,value_of_care_display_id,value_of_care_display_name,value_of_care_category,value_of_care_footnote,start_date,end_date,6cfce155-48b6-579e-90ed-24016c759350,resources,limit,offset,count,results,schema,keys,format,rowIds,properties,city,name,rating
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,281,31366.0,28808.0,34136.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Worse Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Florence,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,281,31366.0,28808.0,34136.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Worse Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Haleyville,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,281,31366.0,28808.0,34136.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Worse Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Hamilton,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,281,31366.0,28808.0,34136.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Worse Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Hartselle,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,281,31366.0,28808.0,34136.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Worse Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Moulton,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,281,31366.0,28808.0,34136.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Worse Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Muscle Shoals,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,281,31366.0,28808.0,34136.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Worse Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Russellville,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,281,31366.0,28808.0,34136.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Worse Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Sheffield,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,438,19466.0,18363.0,20691.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Athens,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,438,19466.0,18363.0,20691.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Decatur,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,438,19466.0,18363.0,20691.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Florence,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,438,19466.0,18363.0,20691.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Haleyville,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,438,19466.0,18363.0,20691.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Hamilton,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,438,19466.0,18363.0,20691.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Hartselle,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,438,19466.0,18363.0,20691.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Moulton,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,438,19466.0,18363.0,20691.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Muscle Shoals,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,438,19466.0,18363.0,20691.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Russellville,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,438,19466.0,18363.0,20691.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Sheffield,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,581,21743.0,20667.0,22859.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Athens,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,581,21743.0,20667.0,22859.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Decatur,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,581,21743.0,20667.0,22859.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Florence,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,581,21743.0,20667.0,22859.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Haleyville,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,581,21743.0,20667.0,22859.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Hamilton,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,581,21743.0,20667.0,22859.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Hartselle,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,581,21743.0,20667.0,22859.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Moulton,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,581,21743.0,20667.0,22859.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Muscle Shoals,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,581,21743.0,20667.0,22859.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Russellville,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,581,21743.0,20667.0,22859.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,,Sheffield,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,83,21796.0,19919.0,23834.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,,Athens,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,83,21796.0,19919.0,23834.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,,Decatur,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,83,21796.0,19919.0,23834.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,,Florence,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,83,21796.0,19919.0,23834.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,,Haleyville,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,83,21796.0,19919.0,23834.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,,Hamilton,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,83,21796.0,19919.0,23834.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,,Hartselle,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,83,21796.0,19919.0,23834.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,,Moulton,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,83,21796.0,19919.0,23834.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,,Muscle Shoals,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,83,21796.0,19919.0,23834.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,,Russellville,North Alabama Medical Center,59
010006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,(256) 629-1000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,83,21796.0,19919.0,23834.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,,Sheffield,North Alabama Medical Center,59
010007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,(334) 493-3541,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,,Andalusia,Mizell Memorial Hospital,67
010007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,(334) 493-3541,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,,Brewton,Mizell Memorial Hospital,67
010007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,(334) 493-3541,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,,Enterprise,Mizell Memorial Hospital,67
010007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,(334) 493-3541,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,,Geneva,Mizell Memorial Hospital,67
